Unnamed: 0,Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
41,Barisal,1990,1,29.9,12.5,0,83,0.3,0.5,7.1,41950,536809.8,510151.9,22.7,90.36,4,1990.01
42,Barisal,1991,1,28.6,12.1,10,82,0.2,1.6,6.8,41950,536809.8,510151.9,22.7,90.36,4,1991.01
43,Barisal,1992,1,28,11.6,4,81,0.2,0.6,7,41950,536809.8,510151.9,22.7,90.36,4,1992.01
44,Barisal,1993,1,28.5,11.6,1,83,0.2,0.8,6.8,41950,536809.8,510151.9,22.7,90.36,4,1993.01
45,Barisal,1994,1,29.6,12.2,4,71,0.4,0.4,7.7,41950,536809.8,510151.9,22.7,90.36,4,1994.01
46,Barisal,1995,1,29,10.7,1,73,0.4,1.7,6.8,41950,536809.8,510151.9,22.7,90.36,4,1995.01
47,Barisal,1996,1,29.4,12.4,0,80,0.2,0.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,1996.01
48,Barisal,1997,1,28.2,10.7,1,79,0.3,1.1,7.5,41950,536809.8,510151.9,22.7,90.36,4,1997.01
49,Barisal,1998,1,29,11.8,148,88,0.7,2.4,5.5,41950,536809.8,510151.9,22.7,90.36,4,1998.01
50,Barisal,1999,1,30,12.1,0,82,0.5,0.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,1999.01
51,Barisal,2000,1,30,12.4,0,81,0.4,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2000.01
52,Barisal,2001,1,29.5,10.1,0,81,0.1,0.3,8.9,41950,536809.8,510151.9,22.7,90.36,4,2001.01
53,Barisal,2002,1,29,13,19,85,0.1,1.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2002.01
54,Barisal,2003,1,28.6,11.1,0,81,0.2,1.4,7.4,41950,536809.8,510151.9,22.7,90.36,4,2003.01
55,Barisal,2004,1,29,13,0,82,0.2,2.3,6,41950,536809.8,510151.9,22.7,90.36,4,2004.01
56,Barisal,2005,1,29.5,12.5,11,87,0.4,1.5,7.2,41950,536809.8,510151.9,22.7,90.36,4,2005.01
57,Barisal,2006,1,29.6,12.1,0,81,0.5,0.9,7.7,41950,536809.8,510151.9,22.7,90.36,4,2006.01
58,Barisal,2007,1,29.4,11.2,0,81,0.2,0.7,7.2,41950,536809.8,510151.9,22.7,90.36,4,2007.01
59,Barisal,2008,1,30,13.2,41,81,0.4,1.6,6.5,41950,536809.8,510151.9,22.7,90.36,4,2008.01
60,Barisal,2009,1,29,13.6,0,82,1.7,0.5,6.8,41950,536809.8,510151.9,22.7,90.36,4,2009.01
61,Barisal,2010,1,28.9,10.8,0,81,1.9,1,7.1,41950,536809.8,510151.9,22.7,90.36,4,2010.01
62,Barisal,2011,1,29,10.9,0,79,1,0.5,6.7,41950,536809.8,510151.9,22.7,90.36,4,2011.01
63,Barisal,2012,1,28.8,13,31,82,1.9,2,5.4,41950,536809.8,510151.9,22.7,90.36,4,2012.01
64,Barisal,2013,1,28.7,10.6,0,80,1.4,0.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,2013.01
106,Barisal,1990,2,31.7,17.4,79,81,0.4,3.2,7.2,41950,536809.8,510151.9,22.7,90.36,4,1990.02
107,Barisal,1991,2,33.2,16.5,14,80,0.5,1,8.1,41950,536809.8,510151.9,22.7,90.36,4,1991.02
108,Barisal,1992,2,29.5,15.3,98,82,0.6,2,7.3,41950,536809.8,510151.9,22.7,90.36,4,1992.02
109,Barisal,1993,2,31.6,16.3,35,83,0.7,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,1993.02
110,Barisal,1994,2,31,14.6,13,72,0.4,1.4,7.8,41950,536809.8,510151.9,22.7,90.36,4,1994.02
111,Barisal,1995,2,31,15,62,73,0.3,2.1,7,41950,536809.8,510151.9,22.7,90.36,4,1995.02
112,Barisal,1996,2,31.5,15,20,76,0.4,1.6,8.7,41950,536809.8,510151.9,22.7,90.36,4,1996.02
113,Barisal,1997,2,31.4,14.6,30,79,0.5,1.5,8.1,41950,536809.8,510151.9,22.7,90.36,4,1997.02
114,Barisal,1998,2,31.5,15.4,54,79,0.5,2,7.2,41950,536809.8,510151.9,22.7,90.36,4,1998.02
115,Barisal,1999,2,34.8,15.1,0,78,0.7,1.1,7.8,41950,536809.8,510151.9,22.7,90.36,4,1999.02
116,Barisal,2000,2,29.2,14.3,16,78,0.4,3.8,6.6,41950,536809.8,510151.9,22.7,90.36,4,2000.02
117,Barisal,2001,2,32.1,14.9,17,79,0.6,1.4,8.6,41950,536809.8,510151.9,22.7,90.36,4,2001.02
118,Barisal,2002,2,34,14.2,0,77,0.3,0.7,9.4,41950,536809.8,510151.9,22.7,90.36,4,2002.02
119,Barisal,2003,2,31.5,16.1,4,75,0.3,1.4,8.2,41950,536809.8,510151.9,22.7,90.36,4,2003.02
120,Barisal,2004,2,33.1,15.2,0,77,0.4,1.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2004.02
121,Barisal,2005,2,33.6,16.9,0,78,0.7,1.2,8.8,41950,536809.8,510151.9,22.7,90.36,4,2005.02
122,Barisal,2006,2,35.6,18.4,0,80,0.8,1.1,8.4,41950,536809.8,510151.9,22.7,90.36,4,2006.02
123,Barisal,2007,2,31.2,16,72,81,0.4,2,6.9,41950,536809.8,510151.9,22.7,90.36,4,2007.02
124,Barisal,2008,2,30,14.2,24,77,0.6,1.3,7.6,41950,536809.8,510151.9,22.7,90.36,4,2008.02
125,Barisal,2009,2,33.6,16,20,75,3.1,0.8,8.5,41950,536809.8,510151.9,22.7,90.36,4,2009.02
126,Barisal,2010,2,32.6,15.6,1,75,1.7,1.6,7.5,41950,536809.8,510151.9,22.7,90.36,4,2010.02
127,Barisal,2011,2,31.5,15.3,0,73,2,0.9,7.9,41950,536809.8,510151.9,22.7,90.36,4,2011.02
128,Barisal,2012,2,34.2,14.3,2,73,2.4,0.5,8.3,41950,536809.8,510151.9,22.7,90.36,4,2012.02
129,Barisal,2013,2,32.3,14.8,6,76,1.3,1.6,7.7,41950,536809.8,510151.9,22.7,90.36,4,2013.02
171,Barisal,1990,3,33.6,19,182,82,0.7,4,8.1,41950,536809.8,510151.9,22.7,90.36,4,1990.03
172,Barisal,1991,3,36.2,21.8,38,78,0.6,1.9,8.9,41950,536809.8,510151.9,22.7,90.36,4,1991.03
173,Barisal,1992,3,36,22.2,0,77,1.3,2.2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1992.03
174,Barisal,1993,3,35.5,18.4,173,77,0.8,2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1993.03
175,Barisal,1994,3,34.8,21.3,92,73,1.3,2.5,8.1,41950,536809.8,510151.9,22.7,90.36,4,1994.03
176,Barisal,1995,3,36.7,19.2,6,68,0.5,1.3,8.7,41950,536809.8,510151.9,22.7,90.36,4,1995.03
177,Barisal,1996,3,35.2,22.3,12,77,1.2,2.7,8,41950,536809.8,510151.9,22.7,90.36,4,1996.03
178,Barisal,1997,3,35,21.1,79,81,0.9,3.1,7.6,41950,536809.8,510151.9,22.7,90.36,4,1997.03
179,Barisal,1998,3,34.5,17.9,273,75,0.9,2.6,8.1,41950,536809.8,510151.9,22.7,90.36,4,1998.03
180,Barisal,1999,3,38,20.5,0,74,1.1,1.8,5.9,41950,536809.8,510151.9,22.7,90.36,4,1999.03
181,Barisal,2000,3,34.6,19.8,50,77,1.1,3.1,6.3,41950,536809.8,510151.9,22.7,90.36,4,2000.03
182,Barisal,2001,3,35.6,19,4,75,0.5,2,8,41950,536809.8,510151.9,22.7,90.36,4,2001.03
183,Barisal,2002,3,36,19.8,36,72,0.6,2.3,8,41950,536809.8,510151.9,22.7,90.36,4,2002.03
184,Barisal,2003,3,34.8,19.5,117,77,0.6,2.9,7.8,41950,536809.8,510151.9,22.7,90.36,4,2003.03
185,Barisal,2004,3,36.4,21.8,11,76,1.2,3,7.5,41950,536809.8,510151.9,22.7,90.36,4,2004.03
186,Barisal,2005,3,36,22.1,138,83,0.9,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2005.03
187,Barisal,2006,3,37.5,21,4,77,0.6,2.2,8.1,41950,536809.8,510151.9,22.7,90.36,4,2006.03
188,Barisal,2007,3,35.5,18.4,33,71,0.6,1.1,8.6,41950,536809.8,510151.9,22.7,90.36,4,2007.03
189,Barisal,2008,3,35,21.9,22,78,1,3.6,6.9,41950,536809.8,510151.9,22.7,90.36,4,2008.03
190,Barisal,2009,3,35,21.1,13,77,2.3,2.8,7.5,41950,536809.8,510151.9,22.7,90.36,4,2009.03
191,Barisal,2010,3,36.9,22.9,1,73,3.1,2.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,2010.03
192,Barisal,2011,3,35.5,20.1,34,72,3.2,2.5,8,41950,536809.8,510151.9,22.7,90.36,4,2011.03
193,Barisal,2012,3,35.8,21.8,11,75,1.8,2.3,7.5,41950,536809.8,510151.9,22.7,90.36,4,2012.03
194,Barisal,2013,3,36.2,21,5,76,1.9,1.8,8.6,41950,536809.8,510151.9,22.7,90.36,4,2013.03
236,Barisal,1990,4,34.6,22.9,139,82,1.9,4.8,8.4,41950,536809.8,510151.9,22.7,90.36,4,1990.04
237,Barisal,1991,4,36,24.3,53,79,1.5,4.2,7.9,41950,536809.8,510151.9,22.7,90.36,4,1991.04
238,Barisal,1992,4,37.8,25.3,1,79,1.9,2.9,8.4,41950,536809.8,510151.9,22.7,90.36,4,1992.04
239,Barisal,1993,4,36,22.6,216,83,1.2,3.9,8.8,41950,536809.8,510151.9,22.7,90.36,4,1993.04
240,Barisal,1994,4,36.5,23.1,101,77,0.8,3.5,8,41950,536809.8,510151.9,22.7,90.36,4,1994.04
241,Barisal,1995,4,38.2,24.6,12,75,1.2,2.7,9.1,41950,536809.8,510151.9,22.7,90.36,4,1995.04
242,Barisal,1996,4,36.6,23.5,131,82,1.2,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,1996.04
243,Barisal,1997,4,35.2,20.7,203,84,1.1,4.6,7.4,41950,536809.8,510151.9,22.7,90.36,4,1997.04
244,Barisal,1998,4,35.6,22.5,251,81,1.4,3.8,8.1,41950,536809.8,510151.9,22.7,90.36,4,1998.04
245,Barisal,1999,4,36.6,24.9,20,79,1.9,3.4,7.6,41950,536809.8,510151.9,22.7,90.36,4,1999.04
246,Barisal,2000,4,35.3,23.2,135,80,2.4,4.3,5.5,41950,536809.8,510151.9,22.7,90.36,4,2000.04
247,Barisal,2001,4,37.6,23.6,16,77,1.5,3.8,6.8,41950,536809.8,510151.9,22.7,90.36,4,2001.04
248,Barisal,2002,4,34.4,22.8,101,80,1.8,4.8,8.6,41950,536809.8,510151.9,22.7,90.36,4,2002.04
249,Barisal,2003,4,35.6,24.8,104,85,1.9,4.4,8.1,41950,536809.8,510151.9,22.7,90.36,4,2003.04
250,Barisal,2004,4,34.4,24.3,87,80,2.5,5.1,7,41950,536809.8,510151.9,22.7,90.36,4,2004.04
251,Barisal,2005,4,36.5,24.6,26,80,0.8,3.7,9.1,41950,536809.8,510151.9,22.7,90.36,4,2005.04
252,Barisal,2006,4,36.6,24.1,41,81,1.5,3.8,7.4,41950,536809.8,510151.9,22.7,90.36,4,2006.04
253,Barisal,2007,4,35.2,23.8,50,79,1.6,3.7,6.8,41950,536809.8,510151.9,22.7,90.36,4,2007.04
254,Barisal,2008,4,37.2,24,16,80,1.4,2.8,8.8,41950,536809.8,510151.9,22.7,90.36,4,2008.04
255,Barisal,2009,4,37,25.1,112,78,3.9,2.8,8.8,41950,536809.8,510151.9,22.7,90.36,4,2009.04
256,Barisal,2010,4,37.2,26.5,10,77,5.1,4.8,8.1,41950,536809.8,510151.9,22.7,90.36,4,2010.04
257,Barisal,2011,4,35.7,23,105,79,1.7,3.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2011.04
258,Barisal,2012,4,37.3,23.7,223,79,2.9,4.1,7.3,41950,536809.8,510151.9,22.7,90.36,4,2012.04
259,Barisal,2013,4,36.2,24,64,76,2.5,3.5,8.2,41950,536809.8,510151.9,22.7,90.36,4,2013.04
301,Barisal,1990,5,35,24.3,352,85,0.7,5.3,6.6,41950,536809.8,510151.9,22.7,90.36,4,1990.05
302,Barisal,1991,5,33.5,24.5,191,86,2.5,6.1,5.8,41950,536809.8,510151.9,22.7,90.36,4,1991.05
303,Barisal,1992,5,35.5,23.9,205,83,1.3,4.1,7.2,41950,536809.8,510151.9,22.7,90.36,4,1992.05
304,Barisal,1993,5,34.5,23.8,352,87,1.6,5.2,6.9,41950,536809.8,510151.9,22.7,90.36,4,1993.05
305,Barisal,1994,5,36.2,25.1,178,83,1,4.2,7.5,41950,536809.8,510151.9,22.7,90.36,4,1994.05
306,Barisal,1995,5,36.7,26.5,144,84,1.6,5.2,6,41950,536809.8,510151.9,22.7,90.36,4,1995.05
307,Barisal,1996,5,36.6,25.3,94,84,2.3,4.7,7.5,41950,536809.8,510151.9,22.7,90.36,4,1996.05
308,Barisal,1997,5,35.6,24.2,235,84,1.6,5.3,7.1,41950,536809.8,510151.9,22.7,90.36,4,1997.05
309,Barisal,1998,5,36.5,24.5,179,84,1.4,5.2,4.7,41950,536809.8,510151.9,22.7,90.36,4,1998.05
310,Barisal,1999,5,35.7,25,212,86,2.2,5.7,3.8,41950,536809.8,510151.9,22.7,90.36,4,1999.05
311,Barisal,2000,5,36.3,24.3,246,83,1.3,6,4.4,41950,536809.8,510151.9,22.7,90.36,4,2000.05
312,Barisal,2001,5,35.6,23.7,282,87,1.3,5.3,5,41950,536809.8,510151.9,22.7,90.36,4,2001.05
313,Barisal,2002,5,35.4,24.1,324,83,1.9,5.9,7.2,41950,536809.8,510151.9,22.7,90.36,4,2002.05
314,Barisal,2003,5,35.4,26,85,86,1.6,5.1,7.4,41950,536809.8,510151.9,22.7,90.36,4,2003.05
315,Barisal,2004,5,36.8,25.8,126,78,1.6,4.2,7.2,41950,536809.8,510151.9,22.7,90.36,4,2004.05
316,Barisal,2005,5,36,25.4,85,83,1.3,4.8,8,41950,536809.8,510151.9,22.7,90.36,4,2005.05
317,Barisal,2006,5,36.2,25.4,274,83,1.3,4.8,6,41950,536809.8,510151.9,22.7,90.36,4,2006.05
318,Barisal,2007,5,37,25.7,146,82,1,4.1,7.4,41950,536809.8,510151.9,22.7,90.36,4,2007.05
319,Barisal,2008,5,36.8,25.4,64,81,1.1,4.5,7.5,41950,536809.8,510151.9,22.7,90.36,4,2008.05
320,Barisal,2009,5,36,25.6,133,79,4,4.7,7.2,41950,536809.8,510151.9,22.7,90.36,4,2009.05
321,Barisal,2010,5,36.3,25.8,212,81,3.8,5.6,6.7,41950,536809.8,510151.9,22.7,90.36,4,2010.05
322,Barisal,2011,5,36.2,25.2,153,82,2.7,4.8,7.3,41950,536809.8,510151.9,22.7,90.36,4,2011.05
323,Barisal,2012,5,36.6,25.9,105,80,2.2,3.8,6.9,41950,536809.8,510151.9,22.7,90.36,4,2012.05
324,Barisal,2013,5,37.5,24.8,701,87,4.1,6.9,3.8,41950,536809.8,510151.9,22.7,90.36,4,2013.05
366,Barisal,1990,6,39.4,25.4,386,89,1.4,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,1990.06
367,Barisal,1991,6,34.4,25.1,562,90,1.3,6.6,3,41950,536809.8,510151.9,22.7,90.36,4,1991.06
368,Barisal,1992,6,35,25.9,190,88,1.2,5.5,5,41950,536809.8,510151.9,22.7,90.36,4,1992.06
369,Barisal,1993,6,34.4,25.5,384,89,2.1,6.1,4.9,41950,536809.8,510151.9,22.7,90.36,4,1993.06
370,Barisal,1994,6,35.5,25.5,571,89,1.2,6.4,3.3,41950,536809.8,510151.9,22.7,90.36,4,1994.06
371,Barisal,1995,6,34.6,25.6,657,88,1.1,6,3.2,41950,536809.8,510151.9,22.7,90.36,4,1995.06
372,Barisal,1996,6,35.5,25.2,449,87,1.8,5.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,1996.06
373,Barisal,1997,6,35.4,25.3,205,86,2.1,6.4,4.6,41950,536809.8,510151.9,22.7,90.36,4,1997.06
374,Barisal,1998,6,35.5,25.8,208,86,2.3,5.7,3.1,41950,536809.8,510151.9,22.7,90.36,4,1998.06
375,Barisal,1999,6,36.7,25.4,260,88,1.9,6.6,3.1,41950,536809.8,510151.9,22.7,90.36,4,1999.06
376,Barisal,2000,6,34.8,25,282,90,1.6,6.7,2.7,41950,536809.8,510151.9,22.7,90.36,4,2000.06
377,Barisal,2001,6,34.5,25,641,94,1.6,7.3,1.9,41950,536809.8,510151.9,22.7,90.36,4,2001.06
378,Barisal,2002,6,35.4,25.6,541,89,1.3,6.7,3.5,41950,536809.8,510151.9,22.7,90.36,4,2002.06
379,Barisal,2003,6,36.5,25.7,521,92,1.9,7,2.7,41950,536809.8,510151.9,22.7,90.36,4,2003.06
380,Barisal,2004,6,35.8,25.6,316,87,0.8,6,2.5,41950,536809.8,510151.9,22.7,90.36,4,2004.06
381,Barisal,2005,6,36.5,27.1,326,88,0.9,6.1,4.4,41950,536809.8,510151.9,22.7,90.36,4,2005.06
382,Barisal,2006,6,36.5,26.6,352,89,1.3,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,2006.06
383,Barisal,2007,6,35,26.3,471,88,1.2,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,2007.06
384,Barisal,2008,6,35.5,26,239,89,1.3,6.6,2.9,41950,536809.8,510151.9,22.7,90.36,4,2008.06
385,Barisal,2009,6,37,27,139,82,3.5,5.3,6.1,41950,536809.8,510151.9,22.7,90.36,4,2009.06
386,Barisal,2010,6,35.1,26.4,481,88,2.7,6.6,3.8,41950,536809.8,510151.9,22.7,90.36,4,2010.06
387,Barisal,2011,6,35.6,26.3,481,88,3.5,6.3,3.6,41950,536809.8,510151.9,22.7,90.36,4,2011.06
388,Barisal,2012,6,36.7,27.2,205,86,2.3,6.6,3.8,41950,536809.8,510151.9,22.7,90.36,4,2012.06
389,Barisal,2013,6,36,26.8,277,85,2.4,5.7,5.7,41950,536809.8,510151.9,22.7,90.36,4,2013.06
431,Barisal,1990,7,32.5,25.4,457,92,1,6.9,2.9,41950,536809.8,510151.9,22.7,90.36,4,1990.07
432,Barisal,1991,7,33.3,25.7,356,88,1.5,6.5,3.9,41950,536809.8,510151.9,22.7,90.36,4,1991.07
433,Barisal,1992,7,35.5,25.5,299,90,1.3,6.9,2.6,41950,536809.8,510151.9,22.7,90.36,4,1992.07
434,Barisal,1993,7,33.2,25.5,408,90,2.1,6.4,3.9,41950,536809.8,510151.9,22.7,90.36,4,1993.07
435,Barisal,1994,7,33.2,25.7,202,88,1.3,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,1994.07
436,Barisal,1995,7,34,25.1,517,88,1.4,6.7,3.4,41950,536809.8,510151.9,22.7,90.36,4,1995.07
437,Barisal,1996,7,35,25.7,307,88,1.6,5.9,3.3,41950,536809.8,510151.9,22.7,90.36,4,1996.07
438,Barisal,1997,7,33.7,25.4,406,91,1.6,6.9,3.1,41950,536809.8,510151.9,22.7,90.36,4,1997.07
439,Barisal,1998,7,34.5,25.1,616,92,1.7,6.8,1.9,41950,536809.8,510151.9,22.7,90.36,4,1998.07
440,Barisal,1999,7,34,25.1,527,91,1.6,7,2.9,41950,536809.8,510151.9,22.7,90.36,4,1999.07
441,Barisal,2000,7,35.2,25.2,389,88,1.7,6.4,3.8,41950,536809.8,510151.9,22.7,90.36,4,2000.07
442,Barisal,2001,7,33,25.3,556,91,2,7.1,3.8,41950,536809.8,510151.9,22.7,90.36,4,2001.07
443,Barisal,2002,7,34.5,25.9,716,90,1.1,7.3,2.7,41950,536809.8,510151.9,22.7,90.36,4,2002.07
444,Barisal,2003,7,34.2,26.5,243,92,1.5,6.4,4.8,41950,536809.8,510151.9,22.7,90.36,4,2003.07
445,Barisal,2004,7,33.8,25.9,241,87,1.6,6.9,3.5,41950,536809.8,510151.9,22.7,90.36,4,2004.07
446,Barisal,2005,7,33.2,25.9,463,93,1.3,6.6,4.5,41950,536809.8,510151.9,22.7,90.36,4,2005.07
447,Barisal,2006,7,33.5,26.2,384,91,1.4,6.8,3.8,41950,536809.8,510151.9,22.7,90.36,4,2006.07
448,Barisal,2007,7,33.5,25.9,560,91,1.2,6.9,2.2,41950,536809.8,510151.9,22.7,90.36,4,2007.07
449,Barisal,2008,7,33.4,25.9,550,90,1.1,7.1,2.8,41950,536809.8,510151.9,22.7,90.36,4,2008.07
450,Barisal,2009,7,34.5,26.2,542,89,3.1,6.7,3.7,41950,536809.8,510151.9,22.7,90.36,4,2009.07
451,Barisal,2010,7,34,26.7,251,87,2,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,2010.07
452,Barisal,2011,7,35,26.4,314,87,3,5.9,4.8,41950,536809.8,510151.9,22.7,90.36,4,2011.07
453,Barisal,2012,7,34.2,26.5,275,89,2.2,6.9,3.7,41950,536809.8,510151.9,22.7,90.36,4,2012.07
454,Barisal,2013,7,33,26.5,377,87,3.1,6.4,4.7,41950,536809.8,510151.9,22.7,90.36,4,2013.07
496,Barisal,1990,8,34,25.6,299,87,1,5.6,6,41950,536809.8,510151.9,22.7,90.36,4,1990.08
497,Barisal,1991,8,35.5,25.3,369,89,1.2,6.7,4.2,41950,536809.8,510151.9,22.7,90.36,4,1991.08
498,Barisal,1992,8,34.3,25.3,326,91,1.2,6.1,4.6,41950,536809.8,510151.9,22.7,90.36,4,1992.08
499,Barisal,1993,8,33.8,25.7,556,91,1.5,6.6,3.5,41950,536809.8,510151.9,22.7,90.36,4,1993.08
500,Barisal,1994,8,33,25.4,378,88,1.1,6.4,4.2,41950,536809.8,510151.9,22.7,90.36,4,1994.08
501,Barisal,1995,8,34.7,25.5,342,87,1.2,6,5.3,41950,536809.8,510151.9,22.7,90.36,4,1995.08
502,Barisal,1996,8,34.4,25.3,322,91,1,6,2.6,41950,536809.8,510151.9,22.7,90.36,4,1996.08
503,Barisal,1997,8,35.6,25.8,191,89,1.4,6.4,4.4,41950,536809.8,510151.9,22.7,90.36,4,1997.08
504,Barisal,1998,8,34.5,25.2,516,91,1.1,6.3,2.8,41950,536809.8,510151.9,22.7,90.36,4,1998.08
505,Barisal,1999,8,34,25.4,404,91,1.4,7.1,2.6,41950,536809.8,510151.9,22.7,90.36,4,1999.08
506,Barisal,2000,8,34.5,25.7,203,87,1.5,6.6,3.6,41950,536809.8,510151.9,22.7,90.36,4,2000.08
507,Barisal,2001,8,33.7,26,191,87,1.3,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,2001.08
508,Barisal,2002,8,34,26,272,89,1,6.4,5,41950,536809.8,510151.9,22.7,90.36,4,2002.08
509,Barisal,2003,8,34.2,26.7,186,87,1.2,6.2,5.8,41950,536809.8,510151.9,22.7,90.36,4,2003.08
510,Barisal,2004,8,33.4,26.1,478,90,1.4,6.7,4,41950,536809.8,510151.9,22.7,90.36,4,2004.08
511,Barisal,2005,8,35.5,26.2,302,93,0.9,6.9,2.9,41950,536809.8,510151.9,22.7,90.36,4,2005.08
512,Barisal,2006,8,33.7,25.9,378,89,1.6,6.8,4.4,41950,536809.8,510151.9,22.7,90.36,4,2006.08
513,Barisal,2007,8,35,26.4,218,88,0.9,6.3,4.5,41950,536809.8,510151.9,22.7,90.36,4,2007.08
514,Barisal,2008,8,33.5,26.1,357,88,0.9,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,2008.08
515,Barisal,2009,8,35.5,26.1,518,89,2,6.6,4,41950,536809.8,510151.9,22.7,90.36,4,2009.08
516,Barisal,2010,8,35.5,26.8,156,87,1.5,6.1,4.8,41950,536809.8,510151.9,22.7,90.36,4,2010.08
517,Barisal,2011,8,35.6,25.9,428,90,2.9,6.5,3.4,41950,536809.8,510151.9,22.7,90.36,4,2011.08
518,Barisal,2012,8,34.6,26.2,270,87,1.8,6.5,5.1,41950,536809.8,510151.9,22.7,90.36,4,2012.08
519,Barisal,2013,8,34,26.2,398,88,2.5,6.4,4,41950,536809.8,510151.9,22.7,90.36,4,2013.08
561,Barisal,1990,9,34,25.2,190,89,0.8,5.7,5.4,41950,536809.8,510151.9,22.7,90.36,4,1990.09
562,Barisal,1991,9,33.5,25,232,90,0.6,6.4,3.4,41950,536809.8,510151.9,22.7,90.36,4,1991.09
563,Barisal,1992,9,34.8,25.4,210,88,0.8,4.7,5.5,41950,536809.8,510151.9,22.7,90.36,4,1992.09
564,Barisal,1993,9,34.6,25,245,89,0.9,5.9,4.1,41950,536809.8,510151.9,22.7,90.36,4,1993.09
565,Barisal,1994,9,34.4,24.7,144,83,0.8,4.5,6.4,41950,536809.8,510151.9,22.7,90.36,4,1994.09
566,Barisal,1995,9,34.7,25.1,208,87,0.8,6.1,3.5,41950,536809.8,510151.9,22.7,90.36,4,1995.09
567,Barisal,1996,9,37.8,25.3,202,88,0.3,5.3,4.4,41950,536809.8,510151.9,22.7,90.36,4,1996.09
568,Barisal,1997,9,34,24.6,378,91,0.7,6.1,4.1,41950,536809.8,510151.9,22.7,90.36,4,1997.09
569,Barisal,1998,9,35.6,25.2,254,89,0.6,5.5,4.1,41950,536809.8,510151.9,22.7,90.36,4,1998.09
570,Barisal,1999,9,35.5,25.2,301,89,1,6.6,3.7,41950,536809.8,510151.9,22.7,90.36,4,1999.09
571,Barisal,2000,9,34.2,24.8,245,89,0.8,5.8,4.1,41950,536809.8,510151.9,22.7,90.36,4,2000.09
572,Barisal,2001,9,34.5,25.2,151,89,0.7,5.5,4.2,41950,536809.8,510151.9,22.7,90.36,4,2001.09
573,Barisal,2002,9,35,25.5,315,92,0.5,5.7,4.8,41950,536809.8,510151.9,22.7,90.36,4,2002.09
574,Barisal,2003,9,34.3,26.1,206,88,0.5,5.6,4.7,41950,536809.8,510151.9,22.7,90.36,4,2003.09
575,Barisal,2004,9,34.2,25.5,1067,91,0.8,6.4,3.7,41950,536809.8,510151.9,22.7,90.36,4,2004.09
576,Barisal,2005,9,35.2,26,174,89,0.8,6,4.2,41950,536809.8,510151.9,22.7,90.36,4,2005.09
577,Barisal,2006,9,35,25.9,522,89,0.9,5.7,5.2,41950,536809.8,510151.9,22.7,90.36,4,2006.09
578,Barisal,2007,9,34.8,25.8,326,91,0.9,6.5,3.4,41950,536809.8,510151.9,22.7,90.36,4,2007.09
579,Barisal,2008,9,34.5,25.8,210,88,0.8,5.5,5,41950,536809.8,510151.9,22.7,90.36,4,2008.09
580,Barisal,2009,9,35.4,26.1,168,87,1.8,5.3,5.3,41950,536809.8,510151.9,22.7,90.36,4,2009.09
581,Barisal,2010,9,33.8,26.2,184,88,1.2,5.2,5.1,41950,536809.8,510151.9,22.7,90.36,4,2010.09
582,Barisal,2011,9,35.5,25.9,337,89,2.9,5.8,4.2,41950,536809.8,510151.9,22.7,90.36,4,2011.09
583,Barisal,2012,9,35,26,381,90,1.3,5.9,4.1,41950,536809.8,510151.9,22.7,90.36,4,2012.09
584,Barisal,2013,9,35,26,312,88,2,5.7,4.2,41950,536809.8,510151.9,22.7,90.36,4,2013.09
626,Barisal,1990,10,33.6,22.6,194,86,0.5,4,6.2,41950,536809.8,510151.9,22.7,90.36,4,1990.1
627,Barisal,1991,10,33.5,23.7,497,89,0.5,4.5,5.5,41950,536809.8,510151.9,22.7,90.36,4,1991.1
628,Barisal,1992,10,34,23.6,98,88,0.4,3.2,7.3,41950,536809.8,510151.9,22.7,90.36,4,1992.1
629,Barisal,1993,10,33.5,23.9,134,87,0.3,3.5,6.6,41950,536809.8,510151.9,22.7,90.36,4,1993.1
630,Barisal,1994,10,34,23.3,87,80,0.1,2.9,7,41950,536809.8,510151.9,22.7,90.36,4,1994.1
