code,name,1990-07,1991-07,1992-07,1993-07,1994-07,1995-07,1996-07,1997-07,1998-07,1999-07,2000-07,2001-07,2002-07,2003-07,2004-07,2005-07,2006-07,2007-07,2008-07,2009-07,2010-07,2011-07,2012-07,2013-07
BGD,Bangladesh,2585.63,2672.37,1946.21,2528.95,2565.61,1710.4,2601.27,1764.34,2312.05,2108.26,2148.49,2497.1,2513.31,2332.93,2252.27,2301.65,2150.53,2217,1991.46,1901.93,2456.52,2156.07,1957.16,2193.72
